feature	fefifo_8001_2_49__shotgun	fefifo_8001_6_2__shotgun	fefifo_8001_7_23__shotgun	fefifo_8002_1_59__shotgun	fefifo_8002_2_58__shotgun	fefifo_8002_6_111__shotgun	fefifo_8002_7_17__shotgun	fefifo_8003_1_54__shotgun	fefifo_8003_2_55__shotgun	fefifo_8003_6_102__shotgun	fefifo_8003_7_109__shotgun	fefifo_8004_1_63__shotgun	fefifo_8004_2_64__shotgun	fefifo_8004_6_13__shotgun	fefifo_8004_7_154__shotgun	fefifo_8006_1_72__shotgun	fefifo_8006_2_77__shotgun	fefifo_8006_6_6__shotgun	fefifo_8006_7_164__shotgun	fefifo_8007_2_68__shotgun	fefifo_8007_6_11__shotgun	fefifo_8008_1_85__shotgun	fefifo_8008_2_76__shotgun	fefifo_8008_6_22__shotgun	fefifo_8008_7_153__shotgun	fefifo_8009_1_93__shotgun	fefifo_8009_2_81__shotgun	fefifo_8009_6_159__shotgun	fefifo_8009_7_201__shotgun	fefifo_8010_1_87__shotgun	fefifo_8010_2_89__shotgun	fefifo_8010_6_151__shotgun	fefifo_8010_7_152__shotgun	fefifo_8011_1_33__shotgun	fefifo_8011_2_104__shotgun	fefifo_8011_7_216__shotgun	fefifo_8013_1_91__shotgun	fefifo_8013_2_125__shotgun	fefifo_8014_2_34__shotgun	fefifo_8014_6_123__shotgun	fefifo_8014_7_145__shotgun	fefifo_8016_1_43__shotgun	fefifo_8016_2_41__shotgun	fefifo_8016_6_146__shotgun	fefifo_8016_7_292__shotgun	fefifo_8017_1_15__shotgun	fefifo_8017_2_16__shotgun	fefifo_8017_6_289__shotgun	fefifo_8017_7_205__shotgun	fefifo_8018_1_3__shotgun	fefifo_8018_6_290__shotgun	fefifo_8018_7_219__shotgun	fefifo_8020_1_82__shotgun	fefifo_8020_2_83__shotgun	fefifo_8020_7_193__shotgun	fefifo_8021_1_26__shotgun	fefifo_8021_2_21__shotgun	fefifo_8021_6_285__shotgun	fefifo_8021_7_288__shotgun	fefifo_8022_1_42__shotgun	fefifo_8022_2_5__shotgun	fefifo_8022_6_208__shotgun	fefifo_8022_7_254__shotgun	fefifo_8023_2_30__shotgun	fefifo_8023_6_183__shotgun	fefifo_8023_7_291__shotgun	fefifo_8024_1_99__shotgun	fefifo_8024_2_131__shotgun	fefifo_8024_6_248__shotgun	fefifo_8024_7__shotgun	fefifo_8025_1_27__shotgun	fefifo_8025_2_20__shotgun	fefifo_8025_6_213__shotgun	fefifo_8025_7_220__shotgun	fefifo_8026_2_60__shotgun	fefifo_8026_6_276__shotgun	fefifo_8026_7_255__shotgun	fefifo_8027_1_18__shotgun	fefifo_8027_2_1__shotgun	fefifo_8027_6_283__shotgun	fefifo_8027_7_218__shotgun	fefifo_8028_1_25__shotgun	fefifo_8028_7_199__shotgun	fefifo_8029_1_97__shotgun	fefifo_8029_2_98__shotgun	fefifo_8029_6_194__shotgun	fefifo_8029_7_195__shotgun	fefifo_8030_1_121__shotgun	fefifo_8030_2_124__shotgun	fefifo_8030_6_251__shotgun	fefifo_8030_7__shotgun	fefifo_8031_6_272__shotgun	fefifo_8031_7_258__shotgun	fefifo_8032_1_29__shotgun	fefifo_8032_2_28__shotgun	fefifo_8032_6_271__shotgun	fefifo_8032_7_209__shotgun	fefifo_8033_1_4__shotgun	fefifo_8033_2_14__shotgun	fefifo_8033_6_256__shotgun	fefifo_8033_7_178__shotgun	fefifo_8034_1_114__shotgun	fefifo_8034_2_232__shotgun	fefifo_8034_6_198__shotgun	fefifo_8034_7_181__shotgun	fefifo_8035_1_168__shotgun	fefifo_8035_2_257__shotgun	fefifo_8036_1_169__shotgun	fefifo_8036_2_170__shotgun	fefifo_8036_7_321__shotgun	fefifo_8037_1_119__shotgun	fefifo_8037_2_228__shotgun	fefifo_8037_6_243__shotgun	fefifo_8037_7_303__shotgun	fefifo_8038_1_116__shotgun	fefifo_8038_2_224__shotgun	fefifo_8038_6_249__shotgun	fefifo_8038_7_305__shotgun	fefifo_8039_1_226__shotgun	fefifo_8039_2_166__shotgun	fefifo_8039_6_235__shotgun	fefifo_8039_7_329__shotgun	fefifo_8041_1_207__shotgun	fefifo_8041_2_211__shotgun	fefifo_8041_6_320__shotgun	fefifo_8041_7_317__shotgun
GT35	772.90861	808.31425	867.05746	1167.92234	816.35149	809.48068	1007.6253	692.0595	760.05649	694.32326	588.42453	717.73915	767.91093	741.33759	816.45424	1070.98911	866.13362	911.89144	927.22634	668.46929	579.79966	841.57661	755.68305	914.11205	663.82054	881.76864	831.99385	858.72627	824.00859	852.13329	823.3753	730.83734	680.06182	854.00174	792.59484	852.29757	839.46402	1022.83027	820.76319	687.86794	821.13541	852.92142	899.57298	696.37009	667.58035	1199.47391	917.5367	1109.86968	997.75361	834.74091	756.18217	720.79657	691.6965	541.61254	720.53745	956.28196	1011.66233	1006.13256	1079.88575	567.99596	786.32998	755.81938	707.37733	596.25612	636.92024	563.22857	667.0069	803.48922	768.5691	654.34554	888.29285	694.78696	785.91611	732.01607	693.4893	621.19341	707.35881	676.19443	592.53746	655.88476	681.64573	1003.68986	625.72523	712.57285	697.04285	753.34781	814.65576	716.4632	833.23888	816.06974	765.59614	798.84191	779.08426	1001.2659	892.57808	843.1354	717.03127	826.91955	693.56919	883.91662	893.73285	900.77053	842.30436	826.86023	799.11856	976.12595	880.16336	939.84249	828.35459	756.40281	950.94864	905.37744	925.15875	838.60603	724.68288	744.73842	647.58829	667.94448	885.25884	870.38761	863.35888	861.54906	642.94743	730.63936	669.66769	654.27316
GT37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.51677	17.18403	NA	NA	NA	NA	NA	16.89054	25.0272	2.62898	NA	NA	NA	NA	2.0285	6.51791	0.02208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT38	1.15592	0.88011	2.52561	6.03745	1.89577	0.62101	1.6206	1.96421	1.47372	1.17309	1.70985	1.79639	0.73626	0.95095	1.01135	3.5298	1.69274	0.44653	2.31141	2.60139	4.31125	3.07735	NA	3.86455	2.37765	0.70306	0.68345	1.06773	0.24268	1.90756	4.29399	1.50158	1.3708	2.53141	0.454	2.6467	2.48355	3.93199	0.39694	0.82994	0.38012	1.48248	1.3935	2.51057	0.5483	3.76432	2.10319	2.26074	2.72047	3.89502	0.12109	0.50442	1.79654	1.69628	1.98037	0.69925	2.11467	2.27527	5.94544	0.37218	1.7479	0.4392	0.74825	0.9808	0.39477	0.24426	NA	0.1394	NA	NA	0.37789	0.29031	0.92289	0.32688	NA	1.49307	1.89766	NA	NA	NA	NA	1.27432	1.72914	5.36439	2.21223	2.08352	3.66848	5.64076	6.64242	8.86446	4.68489	4.03143	2.16249	2.30974	1.50442	2.41443	5.31943	5.28399	3.12506	3.67577	0.95019	6.68335	5.02882	4.44227	1.67723	3.78666	5.02445	4.80602	4.77148	1.22224	3.80926	2.14471	4.33729	3.80737	0.83161	0.50235	1.73502	0.79891	1.30235	2.35399	1.24329	1.61281	5.69006	7.45684	4.92183	6.08531
GT39	10.86943	32.85339	36.53456	7.61489	8.19699	11.11364	15.58721	60.1932	28.46322	25.88112	15.8036	37.08903	48.31996	51.92604	38.52581	28.94753	23.173	46.17725	26.0478	39.04255	20.42237	39.55652	22.68393	25.29148	27.1091	25.92015	24.88721	19.29812	26.74363	19.4482	10.21343	18.19084	19.22587	29.86881	24.09398	25.77329	31.03064	21.43454	64.01944	63.10945	58.08391	33.5999	27.27569	57.80649	60.22817	13.28174	18.43014	18.66402	18.50958	14.7338	9.4756	11.27237	8.99452	9.1992	12.70192	15.14255	7.43657	16.04188	8.27236	41.4728	45.86908	40.8966	37.76784	15.58771	30.0879	17.38637	6.73068	15.16819	13.43109	31.11725	51.44541	37.61855	36.73835	32.98839	18.54017	16.1893	25.83989	5.78148	6.16944	11.82689	28.0315	13.25323	7.03478	23.65067	21.21707	35.89337	38.35843	27.22154	23.30456	25.10421	43.32878	41.04502	32.43182	18.13028	9.60992	9.04488	3.93444	8.45657	28.21258	43.58102	49.91116	36.7765	29.71539	26.13994	39.71507	69.38841	60.31885	35.36206	22.28356	19.52342	31.16969	54.97288	34.77865	31.36982	27.19701	40.96649	27.06629	27.88599	18.29965	14.10817	12.60917	11.04904	27.24307	46.2616	41.1298	24.1986
GT4	3572.17807	2769.60869	2761.46889	3381.47738	2492.7404	2749.46417	2921.66426	2543.13651	2885.39855	2783.04961	2892.38922	2812.62854	2479.13065	2613.87928	2566.77728	3199.95246	3105.9811	2599.37987	3028.69788	2724.83525	3186.79838	3626.1891	4052.23479	3857.37801	2558.475	2986.05845	3201.21949	3202.62308	3325.2189	2985.50791	3274.8203	2951.56951	2957.29398	3209.21459	2509.58125	3431.8738	2744.28233	2275.23596	2675.39925	2970.59272	2680.35594	2559.83411	2341.47216	3313.98892	2096.43653	2768.44285	3027.51831	3216.90305	3698.64309	2666.88538	2475.21733	2706.64092	2808.70803	2118.18183	2929.62262	3304.51492	3722.62506	2932.28035	3511.94709	3284.51367	3202.68013	3142.09814	3092.36162	2715.54317	2949.6285	2723.8023	2890.62473	2962.39591	2650.20983	2236.39142	2777.54701	3242.63474	3173.89239	3028.507	3065.49481	3293.76782	2805.93389	3190.39975	2004.39585	2950.54173	3355.90523	2841.86698	3784.60041	3098.74275	3176.75367	3041.19681	3256.66102	3435.78814	3450.39956	3372.6927	3533.3241	3046.14651	2946.6885	3946.15893	4009.42996	4454.71036	3275.71805	3105.05812	1962.9968	2535.87104	2310.26971	3755.71105	3808.609	3652.64202	3448.45773	3287.64293	3630.25609	3645.18197	3796.91337	3504.28985	3586.57541	2896.68515	3031.5885	3213.57883	2848.57264	2860.72821	2234.71047	2900.64889	3326.26678	4001.70908	3663.76288	4308.33565	3977.89585	3843.28313	4197.01277	4111.84979
GT41	0.03036	0.13561	0.70086	0.0501	0.03994	NA	0.07646	0.04144	0.10927	0.75351	2.13683	NA	NA	NA	0.02074	0.17564	0.09643	0.20674	0.21862	0.01967	NA	0.03306	0.80505	0.30194	0.21569	0.40458	0.18739	1.4167	0.03509	2.06128	3.1753	0.34915	1.38687	0.06206	0.31059	NA	0.03094	NA	NA	0.00543	0.0328	0.03828	0.03321	1.69049	0.54366	1.32601	NA	0.09851	0.01723	NA	0.1136	0.15149	NA	NA	0.00976	0.19644	1.71095	1.02529	0.59607	0.28766	NA	0.14295	1.71142	1.08211	1.5122	2.80632	0.25074	0.48541	0.40998	NA	NA	NA	NA	NA	0.02193	0.01173	0.0237	0.18973	NA	0.06224	0.26857	0.82581	1.23926	0.04137	0.41458	0.01188	NA	NA	0.03742	0.15336	0.04534	1.98688	3.13548	0.04002	NA	0.08861	0.04457	0.2375	0.9167	1.44405	0.32764	NA	0.02567	0.03665	NA	0.2054	1.23141	0.03088	0.04075	0.02895	NA	NA	NA	NA	NA	NA	0.01314	0.04588	NA	0.02271	NA	NA	NA	NA	NA	NA
GT44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT49	NA	NA	NA	NA	NA	NA	NA	0.07528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.76629	54.50781	NA	NA	NA	NA	NA	47.83694	86.75417	8.35339	NA	NA	NA	NA	30.98902	96.3565	2.27099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT5	280.54584	310.70115	328.33827	276.10575	254.79388	283.13691	357.66655	271.28857	251.17176	220.62581	145.90593	262.07882	248.22905	337.83321	342.72471	324.15143	287.15027	364.56816	287.68779	265.31184	188.87505	299.91646	251.23319	259.38906	199.80157	319.58797	292.88806	322.19978	305.49595	339.84259	314.58104	293.43919	271.76788	333.66355	385.51943	295.88484	283.73081	344.90429	326.41937	270.73037	333.40786	342.4935	381.00913	240.99048	310.65433	346.61389	317.03274	318.78108	299.89477	265.83396	299.05846	228.65515	207.32312	180.2952	230.69273	301.90125	267.03524	339.69836	268.97503	232.81446	347.66254	311.28567	290.29279	163.82582	247.07372	137.16616	192.23692	245.48796	271.70331	241.10907	420.68954	317.69892	331.3283	334.50914	251.76671	213.38182	247.23567	232.97808	276.75423	228.09486	258.61485	338.18862	204.23789	331.27371	277.35835	327.36685	323.077	252.54059	243.13749	243.00742	280.59292	293.8012	282.93604	281.60586	261.87918	219.31239	164.44779	323.77696	303.23645	384.01082	443.63753	274.73302	258.50179	251.30075	283.7063	439.98784	335.77138	291.75066	245.05495	251.4168	328.12105	341.69397	308.69811	272.59696	236.68133	283.46835	213.80931	245.02548	362.03647	297.84006	312.07946	254.04882	233.70255	271.75531	230.35289	224.2515
GT50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09331	NA	NA	NA	0.08143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69676	1.00862	NA	NA	NA	NA	NA	0.98739	1.21669	0.03639	NA	NA	NA	NA	0.4232	1.02076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT51	641.11522	675.56265	697.91297	735.66128	636.23696	693.54185	729.82611	728.31885	743.04455	790.5187	858.14954	756.05592	817.14353	716.80314	805.61161	684.30699	649.65549	644.67004	671.37894	607.6712	609.0326	695.77644	704.12737	664.13497	541.14772	648.73439	672.38613	674.02038	686.02966	682.28496	702.69536	580.07828	592.15981	649.22377	614.03411	657.86026	624.07323	620.93035	658.9427	697.62786	750.02316	609.83829	614.7224	648.95258	536.32446	732.09523	737.22726	650.76947	642.32231	624.36015	732.81281	789.53924	543.55187	490.46706	502.39288	649.67512	585.70312	705.86533	654.7544	672.30594	720.19615	743.64077	751.14196	933.3265	811.40716	974.7525	719.74284	776.35517	818.22165	709.57329	631.8922	655.36496	644.45522	667.81694	769.64089	735.53873	663.55372	822.34987	494.13376	758.30777	781.11686	691.99526	565.23681	652.15335	627.46183	648.38936	698.672	653.72862	683.56996	687.65001	654.98168	688.24096	704.21276	684.59565	734.52005	742.13989	504.7823	621.80233	537.98214	668.28733	637.77374	774.39679	705.33306	708.3916	767.7814	705.41725	691.59457	683.13399	662.99511	637.22957	652.34934	642.34059	708.53175	689.93639	621.4581	731.19704	509.42944	668.81275	684.27899	681.41544	706.97555	618.95824	586.24877	724.05573	656.87201	614.91107
GT52	0.03323	NA	NA	NA	NA	NA	NA	NA	NA	0.03752	NA	NA	NA	NA	NA	NA	NA	0.07045	NA	NA	NA	NA	NA	NA	NA	0.02738	NA	0.02191	0.04786	0.08261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10278	NA	NA	NA	0.02651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09696	0.02851	NA	NA	NA	NA	NA	NA	NA
GT53	NA	NA	NA	0.00927	NA	0.04879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03306	NA	NA	NA	NA	NA	NA	0.01284	NA	NA	NA	NA	NA	0.03342	0.00966	NA	0.02227	NA	NA	NA	0.02545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01659	NA	0.05783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07622	NA	NA	NA	NA	NA	0.04306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00794	NA	NA	0.03894	0.02392	NA	0.00859	NA	NA	NA	NA	1.07022	NA	NA	NA	NA	NA	NA	NA	0.02099	NA	0.03107	0.04804	NA	NA	NA	0.02043	NA	NA
GT56	0.02314	NA	0.01976	0.86364	NA	0.11189	NA	NA	0.29474	0.10463	NA	NA	NA	0.13076	NA	NA	0.29925	0.0842	0.441	1.44235	NA	0.02704	NA	NA	0.23339	1.57766	0.85478	0.76066	0.70073	0.76041	0.8009	2.04038	1.90199	4.80427	2.9921	2.22815	0.34694	0.23505	1.29308	0.91312	1.07708	1.32497	2.03398	0.15932	1.01777	27.9275	1.73391	2.66391	1.64828	1.40309	0.8991	0.50473	0.21635	0.88389	0.53667	1.0396	0.85381	1.30946	1.04955	4.25199	7.29739	8.70669	4.74698	0.30143	0.37286	NA	0.6783	1.47792	NA	NA	1.27821	0.67294	1.13361	1.03816	NA	0.04465	0.01599	0.93508	0.67924	0.0451	0.37698	0.96279	0.52518	0.30979	2.28562	1.07931	1.12874	3.08876	6.35945	9.66077	2.86965	11.90806	15.71852	1.37129	1.84943	0.92087	0.81281	1.74377	0.04925	0.04164	0.15201	2.25919	2.80323	1.01863	3.10288	0.67313	0.70217	3.57469	1.52091	1.43025	3.39547	4.5677	3.29577	2.69153	0.52681	1.02348	0.67655	NA	0.97535	1.92906	1.52824	0.28512	NA	NA	0.3943	NA
GT57	0.31845	0.43104	0.41002	0.38414	NA	0.69652	0.31764	0.79308	0.23278	0.13827	0.03688	0.90038	1.39874	1.61072	1.28317	0.33878	0.09441	0.38312	0.09613	NA	0.14331	0.45385	NA	0.39916	0.19102	0.61572	0.60252	0.2108	0.78214	NA	0.23552	0.02463	0.1948	0.12849	0.01948	0.15695	0.15788	0.22575	0.22918	1.00673	0.70888	1.68763	0.69645	0.56193	1.28395	NA	0.139	NA	0.03032	0.9826	0.08442	0.04396	0.02438	NA	0.15709	0.013	0.11795	0.24838	0.20286	0.16232	0.6946	0.10207	0.16776	0.16776	1.08715	0.12772	0.52488	0.1971	1.03595	0.56264	1.65901	1.49187	1.78003	1.70439	NA	0.03785	0.25199	0.95001	NA	0.46671	0.08462	0.03554	NA	0.27286	0.01371	0.19066	0.10187	0.82721	0.2626	0.51689	0.96574	2.94974	5.7037	0.18102	0.20663	0.19128	NA	0.19598	5.39296	5.29466	1.16514	2.40968	1.0616	1.50506	1.46072	1.87012	5.99372	0.38684	0.12097	0.10988	0.0592	0.60598	NA	0.30437	0.55079	NA	0.05125	0.02843	0.42305	0.3087	NA	NA	NA	0.48655	NA	NA
GT58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94338	2.66458	NA	NA	NA	NA	NA	2.16829	3.18893	NA	NA	NA	NA	NA	NA	0.48774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09056	0.27065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0727	2.93848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT6	2.58339	1.95831	3.47417	24.14179	12.15918	26.94731	20.57059	10.24904	14.23211	9.68167	7.16424	11.37029	8.4012	6.03587	10.3826	32.84979	22.06545	26.62056	38.34423	12.67549	20.07297	69.45097	74.27319	96.31766	43.93582	30.92509	23.97055	23.00517	26.36833	16.94352	12.54582	28.14616	31.0233	106.59015	45.26313	92.66441	39.49615	41.89008	24.5593	43.44548	33.92998	41.72212	32.6666	27.4441	34.51627	41.04648	34.72954	55.05107	50.15468	21.80217	21.28274	19.84736	26.35659	22.32743	90.61767	76.40956	75.20155	60.01758	62.12765	40.64184	37.87625	20.62318	20.90094	6.20172	10.53202	4.70862	2.26258	2.73672	2.97602	2.64378	29.7174	26.65023	29.33433	26.12864	71.32551	48.82882	25.4771	14.49391	3.65138	19.84381	16.59773	45.89077	60.50036	14.51177	37.80912	29.6429	22.29607	23.02069	29.02949	26.69563	26.64621	13.99398	14.59589	28.97867	47.55974	51.01592	24.31944	52.34386	27.12091	32.97386	17.10528	71.26449	39.15027	34.51739	63.3349	18.8045	23.60209	104.71173	77.46765	37.48174	58.0215	54.55548	44.42999	47.02002	16.81467	36.86949	15.0033	12.49909	62.77756	75.3365	64.71826	86.2162	21.44052	25.0266	14.11766	28.84305
GT60	NA	NA	NA	NA	NA	NA	NA	1.93474	1.7855	3.85094	2.24486	5.25114	2.97224	9.35285	4.00066	6.3281	2.83493	4.4406	4.2696	NA	NA	6.64505	0.37369	4.59947	4.23562	NA	NA	NA	0.08865	NA	NA	0.32244	0.13641	NA	NA	NA	0.05711	0.12248	6.46487	6.39052	7.67307	1.21437	0.52684	0.27119	0.82769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.34416	28.45941	21.24942	26.27375	0.54125	0.49966	0.17781	NA	NA	0.78798	0.1734	0.0796	0.09724	0.52102	0.31755	0.89816	NA	NA	NA	NA	NA	NA	NA	NA	6.10723	2.8325	11.758	17.14575	1.75416	0.67049	2.3497	1.13765	5.28626	7.9	NA	NA	NA	0.18959	NA	NA	NA	NA	NA	5.9553	1.76929	2.04296	43.11781	32.78891	4.61504	0.23431	0.3873	NA	NA	NA	NA	2.04322	6.59527	2.23814	2.37595	0.0499	0.23815	NA	NA	5.58301	5.27579	8.78387	5.55051
GT66	3.1305	9.31907	10.49246	14.35144	12.52955	3.96558	7.57524	5.93521	2.40567	6.13358	3.43446	6.26616	8.37469	4.57267	11.60949	7.54892	2.75222	4.28905	4.63994	1.97536	1.5348	2.92607	1.35295	1.54181	0.8364	16.77852	13.92344	6.13492	13.99267	11.65327	6.0704	4.17393	6.43966	3.18536	5.58687	3.73013	2.1608	4.40657	4.34133	4.66641	5.44011	5.86011	10.14273	4.85518	5.5853	12.79603	15.66088	17.80022	11.71877	5.49138	4.15286	4.03813	6.87531	4.71711	7.07878	12.96491	7.05927	10.96214	9.44167	0.1654	5.1072	6.05393	3.50822	1.74936	5.1472	0.74642	3.95574	0.71892	7.05395	8.60277	8.78639	4.22371	7.77932	6.68222	12.7291	5.1854	4.03347	7.12164	5.2157	6.61741	3.93663	23.85813	7.33093	0.91439	9.30594	5.59354	1.17341	3.34259	5.64764	6.06293	2.95264	2.22924	3.59638	5.62234	8.90847	6.37268	2.55091	3.16267	6.51927	8.55238	5.61916	8.07406	3.25276	3.4638	1.94313	6.66066	10.30929	7.48032	11.99627	4.49592	10.5285	11.8503	11.77347	7.63381	3.89198	9.13395	5.34835	3.9122	25.41772	9.24164	13.3683	7.83038	1.9536	4.09613	1.33938	1.28152
GT69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.96491	3.91761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5044	0.30026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
