feature	SRR13759185	SRR13759186	SRR13759187	SRR13759188	SRR13759189	SRR13759190	SRR13759191	SRR13759192	SRR13759193	SRR13759194	SRR13759195	SRR13759196	SRR13759197	SRR13759198	SRR13759199	SRR13759200	SRR13759201	SRR13759202	SRR13759203	SRR13759204	SRR13759205	SRR13759206	SRR13759207	SRR13759208	SRR13759209	SRR13759210	SRR13759211	SRR13759212	SRR13759213	SRR13759214	SRR13759215	SRR13759216	SRR13759217	SRR13759218	SRR13759219	SRR13759220	SRR13759221	SRR13759222	SRR13759223	SRR13759224	SRR13759225	SRR13759226	SRR13759227	SRR13759228	SRR13759229	SRR13759230	SRR13759231	SRR13759232	SRR13759233	SRR13759234	SRR13759235	SRR13759236	SRR13759237	SRR13759238	SRR13759239	SRR13759240	SRR13759241	SRR13759242	SRR13759243	SRR13759244	SRR13759245	SRR13759246	SRR13759247	SRR13759248	SRR13759249	SRR13759250	SRR13759251	SRR13759252	SRR13759253	SRR13759254	SRR13759255	SRR13759256	SRR13759257	SRR13759258	SRR13759259	SRR13759260	SRR13759261	SRR13759262	SRR13759263	SRR13759264	SRR13759265	SRR13759266	SRR13759267	SRR13759268	SRR13759269	SRR13759270	SRR13759271	SRR13759272	SRR13759273	SRR13759274	SRR13759275	SRR13759276	SRR13759277	SRR13759278	SRR13759279	SRR13759280	SRR13759281	SRR13759282	SRR13759283	SRR13759284	SRR13759285	SRR13759286	SRR13759287	SRR13759288	SRR13759289	SRR13759290	SRR13759291	SRR13759292	SRR13759293	SRR13759294	SRR13759295	SRR13759296	SRR13759297	SRR13759298	SRR13759299	SRR13759300	SRR13759301	SRR13759302	SRR13759303	SRR13759304	SRR13759305	SRR13759306	SRR13759307	SRR13759308	SRR13759309	SRR13759310	SRR13759311	SRR13759312	SRR13759313	SRR13759314	SRR13759315	SRR13759316	SRR13759317	SRR13759318	SRR13759319	SRR13759320	SRR13759321	SRR13759322	SRR13759323	SRR13759324	SRR13759325	SRR13759326	SRR13759327	SRR13759328	SRR13759329	SRR13759330	SRR13759331	SRR13759332	SRR13759333	SRR13759334	SRR13759335	SRR13759336	SRR13759337	SRR13759338	SRR13759339	SRR13759340	SRR13759341	SRR13759342	SRR13759343	SRR13759344	SRR13759345	SRR13759346	SRR13759347	SRR13759348	SRR13759349	SRR13759350	SRR13759351	SRR13759352	SRR13759353	SRR13759354	SRR13759355	SRR13759356	SRR13759357	SRR13759358	SRR13759359	SRR13759360	SRR13759361	SRR13759362	SRR13759363	SRR13759364	SRR13759365	SRR13759366	SRR13759367	SRR13759368	SRR13759369	SRR13759370	SRR13759371	SRR13759372	SRR13759373	SRR13759374	SRR13759375	SRR13759376	SRR13759377	SRR13759378	SRR13759379	SRR13759380	SRR13759381	SRR13759382	SRR13759383	SRR13759384
GT111	127.55027	108.46006	182.27613	300.32778	139.74329	88.86242	183.14727	242.19191	216.83038	121.73308	109.20277	115.09696	124.08299	93.22097	74.05877	160.76834	167.2597	149.04713	182.2471	121.29984	156.44673	98.11237	76.04565	52.03394	107.3078	141.57302	74.62609	92.84853	74.60857	51.2684	97.44341	100.78901	102.23695	219.96	139.8546	254.07138	161.82359	174.91456	106.10862	50.97706	90.83472	126.60979	162.36803	85.1979	240.14416	212.97459	180.90359	235.05253	62.83649	89.17213	87.24385	122.77682	98.6637	116.79942	128.31975	189.80486	204.2433	147.89022	185.4725	29.28533	87.81358	89.76497	94.79015	185.18164	194.74099	168.18914	113.10488	68.5673	17.18967	28.86404	138.34797	163.23106	126.60229	213.7775	106.98202	92.60844	57.06574	43.06449	40.78969	38.30707	94.05648	96.89923	136.24002	71.10863	114.76045	142.93867	103.5137	86.29767	149.43674	72.5355	85.90592	79.11827	146.42563	83.42318	93.20257	60.15184	197.77198	173.73645	150.12609	556.20503	181.60631	296.47375	179.56484	148.92781	159.64848	92.88859	59.85301	93.21296	81.5697	235.44726	151.26193	181.50952	158.93722	187.0739	63.74871	60.90376	116.22334	164.36534	93.96716	77.97764	133.32303	147.43579	101.32938	207.47271	206.36306	76.80547	90.53526	24.91406	28.77425	280.83622	243.34928	120.89032	123.41492	220.37034	142.89703	154.32672	37.62579	116.26575	63.16693	69.18361	136.33416	115.8877	141.30411	96.45301	108.34321	142.56647	152.77128	169.95016	127.79267	77.71077	101.17934	74.74894	139.85551	57.9806	109.93362	120.08629	189.28864	135.2421	209.93276	171.23698	231.58612	239.95375	128.36685	64.65674	50.70077	121.4904	162.76751	169.35613	279.8002	173.29237	119.23818	130.59847	69.81491	69.3421	52.14076	27.07412	48.13734	101.32984	48.13292	207.8074	40.44432	44.14613	187.82394	179.40295	34.93481	17.10753	179.68362	165.31169	221.91765	69.6035	21.31748	107.93926	127.54132	52.44149	77.20091	62.56764	62.59674	185.54392	128.6034	126.32294
GT12	NA	4.00624	NA	NA	NA	3.74608	NA	NA	NA	NA	24.17171	0.78554	1.86472	NA	NA	NA	NA	NA	NA	NA	NA	2.79728	NA	NA	3.13022	3.64691	NA	NA	NA	0.08758	NA	NA	0.05393	NA	NA	NA	NA	NA	NA	0.07356	NA	7.39115	6.02462	NA	NA	NA	NA	NA	NA	13.88066	NA	3.72765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85125	0.0804	NA	NA	NA	NA	NA	0.08775	2.51506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07819	NA	0.17887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07817	NA	NA	NA	1.60736	NA	NA	NA	NA	NA	NA	0.20773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.47579	17.76388	NA	NA	NA	NA	NA	NA	0.14065	NA	NA	25.20232	30.8041	0.07974	2.03338	NA	2.23656	NA	NA	NA	0.31101	0.48578	NA	NA	NA	NA	0.06978	NA	NA	NA	NA	NA	NA	NA	NA	28.79489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.86435	NA	NA
GT13	NA	NA	NA	NA	NA	NA	NA	NA	1.11185	2.08493	0.0596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04471	0.18338	0.01398	0.03761	0.10679	NA	NA	4.66652	1.1138	NA	NA	NA	NA	NA	NA	0.04526	NA	NA	0.05641	5.33386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03853	NA	NA	NA	NA	NA	NA	NA	NA	0.11206	0.03198	NA	NA	NA	NA	NA	NA	0.02975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84076	0.41371	NA	NA	NA	NA	NA	NA	NA
GT14	59.19305	53.72618	146.20128	118.21588	15.506	14.41572	92.69235	36.4148	103.97653	120.35643	64.30188	80.13233	45.85995	37.52185	24.80801	103.0011	153.68938	26.55454	45.34864	125.30937	93.04902	69.38753	25.57924	12.2031	76.39353	41.5579	228.82724	279.93884	35.57088	49.26971	25.56041	52.70249	81.8511	54.08426	72.87237	129.53003	89.05311	55.63641	52.22091	18.12395	61.42136	65.84851	74.32813	232.79686	476.27788	501.92212	52.14314	36.24761	112.75322	123.08235	59.34202	118.59811	18.86753	21.35253	88.02163	90.75263	122.13549	200.01339	142.99138	2.34993	6.37472	21.80325	21.03437	251.12034	441.69134	63.39972	51.57391	21.22338	13.58584	13.94571	73.27893	41.63974	119.54157	124.18116	122.42444	136.05586	43.32991	143.1924	168.9218	36.96142	23.79509	191.01793	187.70913	246.37905	218.22205	110.97999	136.8313	34.8081	43.51832	79.08736	152.45952	199.9916	432.0045	4.21964	86.12641	203.55364	187.72471	150.49011	37.34578	210.82503	85.89861	171.84338	110.12229	77.64933	43.7287	258.50505	278.00162	11.05556	27.88299	25.88989	20.58405	33.05719	91.16632	113.22182	40.4268	53.45995	86.81189	138.2781	95.60627	71.40891	33.74367	144.98192	95.54232	132.7958	135.22108	14.26303	23.5453	121.1469	68.04972	10.48784	16.14373	28.00984	46.23009	45.56381	136.59114	113.97498	16.68328	76.89775	51.20449	122.9651	22.23674	73.1048	23.88247	53.94151	88.95052	46.26883	52.30608	139.32826	140.56535	296.94483	252.41445	74.25771	112.46458	34.0677	51.76922	50.40196	43.82732	73.33363	87.98555	98.62863	46.83196	65.17563	217.13465	64.91957	100.00318	233.40623	211.90381	55.59973	34.17579	28.83202	24.75273	80.61473	44.9846	66.33102	17.31074	210.79149	88.58881	73.78821	262.79836	160.57372	209.32138	44.92628	47.52532	70.30166	89.77195	227.79206	60.55439	26.99074	44.34077	148.06565	81.88494	45.40375	69.50532	120.05309	174.13731	155.18452	198.67171	40.27488	222.65754	292.46462
GT15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03828	NA	NA	NA	NA	NA	NA	NA	NA	0.08924	NA	NA	NA	NA	NA	NA	NA	NA	0.29327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT17	0.38878	0.43072	3.40391	2.10969	0.45445	0.3529	3.75732	4.31836	0.51371	0.28696	7.93197	0.41688	0.18557	0.03384	NA	0.51207	0.49432	5.16286	0.52983	0.82958	1.73022	6.43007	1.92743	1.36069	0.66333	1.43467	0.99163	0.83961	2.14648	3.11213	0.10404	1.25039	2.58539	1.39884	2.36181	8.41517	3.40693	1.6975	2.68116	1.53907	1.9679	2.48329	0.77845	0.39798	0.19487	0.08487	2.73308	0.82316	8.42421	2.97725	0.44395	11.37908	4.00409	2.76091	3.1022	1.10838	0.62995	0.36198	0.53861	0.12579	NA	0.37991	0.47031	1.54614	0.44896	2.76709	NA	3.02746	0.07355	NA	0.04177	0.15438	0.55075	0.12532	0.68976	0.52538	0.2532	2.86377	2.68109	0.19488	0.23169	0.06695	NA	0.42591	0.16858	1.41628	0.30995	0.51596	1.34116	1.24349	NA	NA	0.21704	NA	0.15188	NA	2.42429	3.35852	8.20263	NA	NA	2.90144	1.85857	3.14653	1.75288	0.85657	0.09707	0.05536	NA	9.54499	2.20105	1.05787	5.68423	7.49143	0.65475	1.21997	8.54997	6.06033	0.24692	1.24118	1.99475	3.83449	1.44824	2.43955	1.56865	0.58792	2.39116	0.09201	NA	0.0398	0.82749	0.90659	10.78057	0.11633	0.145	0.05636	0.27284	0.30996	2.02171	2.75006	0.89853	0.65402	3.80472	0.5461	2.72447	4.14347	2.88881	3.14926	1.88495	5.76712	1.9998	1.79639	1.39963	0.52612	0.16296	0.73708	9.64274	8.58315	3.09069	3.16669	0.12084	NA	0.36315	0.49091	0.10542	0.68465	0.04667	2.08887	1.3201	0.12045	0.07423	0.99013	0.25775	0.02942	1.65622	0.33169	NA	0.37861	0.74101	2.62579	0.53087	0.33526	0.45572	0.53825	1.12308	4.04736	2.61314	2.55545	4.23077	39.02315	5.66378	4.0745	5.60578	0.27861	0.12153	0.03035	0.55171	1.46275	0.29777	NA
GT19	253.7495	316.94352	253.2141	182.80787	313.50139	337.10524	438.7524	374.22793	293.47555	298.3899	290.39239	292.98038	277.94641	328.22375	317.38931	232.09193	330.10288	234.06586	230.56576	316.05851	349.6809	199.81261	414.16192	368.4219	365.72271	329.83866	469.23561	511.00848	212.08244	279.73912	315.88345	327.38729	311.49233	278.5329	267.56204	311.36968	194.48986	295.98221	326.57639	245.17581	323.06952	173.67347	262.83522	429.86789	469.91054	466.04669	195.85668	188.17183	239.16633	275.33251	210.53123	283.95595	295.88144	291.20075	270.41129	219.23946	304.14637	437.67097	359.82778	244.91905	323.64429	330.04593	320.93108	392.55901	433.93962	375.94266	318.22824	335.9271	371.72191	345.9414	382.51228	293.60297	354.05407	302.38912	530.5978	437.95483	330.36584	338.73474	363.83785	359.26192	371.50962	397.42545	445.2082	485.28262	471.08608	259.05573	297.44746	316.00041	216.31115	317.11106	386.41189	375.47888	415.50372	73.76597	221.85905	377.5536	313.20746	369.38782	360.77735	458.6614	335.72133	283.12825	263.91915	288.35209	325.09006	320.66118	344.86818	396.69628	406.8019	381.91899	410.37052	296.12286	188.29078	229.21961	300.23972	351.3806	337.97312	244.20166	349.55441	269.99654	315.12021	339.85457	373.42183	383.47796	366.97626	209.22906	267.65686	361.15707	302.49019	422.64243	371.23346	230.59262	259.38347	316.21849	301.80336	252.16511	342.04544	402.61856	286.70426	236.78111	160.07445	285.43918	194.07665	378.5661	346.69174	247.94676	287.62173	342.28758	314.6362	528.85396	446.623	233.60445	241.68851	328.37323	271.81048	295.25803	163.25825	363.13736	297.69359	295.2139	212.05478	317.26568	359.30729	270.11196	283.28583	453.57506	377.50612	325.26429	316.65023	483.57491	449.18102	305.77801	540.63806	259.79664	194.89929	219.89443	368.38091	346.15125	357.13957	267.66184	380.0162	347.86281	200.18741	255.71654	253.34254	399.05593	224.69639	242.30129	299.18256	191.48877	261.36477	130.94553	282.20195	377.36108	428.72782	386.92198	375.55945	284.51726	456.57591	564.35578
GT2	4574.71208	5323.1977	6147.8391	5971.90837	6005.94447	5461.39867	7233.71053	6978.71603	5388.78519	5100.70089	4803.30992	4835.27388	4874.57658	4386.87129	4205.33591	4783.12193	5752.17529	5625.81933	6546.30359	5856.76824	5360.68864	5180.80886	5176.63066	4459.665	5585.954	5837.10858	5974.15391	6437.32184	4771.12702	5085.45414	5464.63527	5727.75158	4648.89793	6098.42134	5218.96423	6645.74685	5970.43033	5284.40223	4932.83251	5231.79914	5568.38414	5160.41671	5601.84465	5814.97065	6812.75303	6588.0054	6027.44666	6534.92053	5356.43606	4953.85609	5587.51793	6057.3908	4467.99428	4679.38593	5282.92468	5527.06898	5826.11012	6223.80827	6069.56151	4316.26621	5100.90126	5509.69124	5310.35555	6069.84036	6163.49791	6214.54996	4606.74006	4611.55442	4812.99901	4786.39788	5618.58564	5662.71396	6177.68974	6316.4225	4861.07855	5758.98224	6045.9849	4582.93869	4889.89537	4313.51846	4586.62455	6576.73256	6343.39295	7363.45689	7129.3979	5496.61334	5279.25247	6145.82161	5183.0048	4666.18513	5286.99564	5621.3442	6531.11962	3647.07062	6074.07417	5710.54304	7282.26697	7024.47653	5682.00292	7798.63564	6401.68553	7302.28409	6137.04036	6157.16749	5765.69718	5592.33533	4976.60843	5392.28895	5366.07498	7161.63621	5827.69636	5655.54284	5788.45962	6252.50445	5775.21979	5691.0746	5251.48172	5933.74735	6223.63486	5026.9539	5218.38612	6275.48605	5509.57839	5770.43016	6184.58199	4153.90109	4670.88586	5025.42215	4394.78152	6826.73196	6475.71657	5084.88234	5951.66131	6668.47679	6884.47064	6355.68142	3665.82176	5419.90591	4730.33124	5159.51254	5574.72094	5716.06493	5571.68786	4312.81099	4697.71691	5595.16624	5840.22997	7241.81928	6895.92019	6894.86372	6317.24727	4236.72928	5138.97046	4703.20737	5001.51929	5194.9903	6594.48027	6919.18921	6240.15995	5980.4985	5560.73843	6614.8038	6389.82913	4216.86813	5401.4707	6258.64614	6379.39722	5052.92995	6634.32129	7314.64571	6238.36075	5695.31205	4441.4164	4859.56885	4485.39251	4983.40517	6053.06408	5179.89948	5945.63538	6999.66686	5468.12381	4691.99718	5371.93321	5714.68089	4342.94522	5450.48691	5317.4763	4182.53155	6178.16998	5829.00613	4626.3073	5320.31476	5592.68202	6180.22856	6663.66424	5472.98529	5741.62058	4737.15508	6140.40198	6627.3358
GT20	81.54589	119.28318	104.44664	74.20298	35.1254	23.40317	269.25133	230.61267	137.6693	114.90039	73.76117	90.48467	71.63158	230.26492	321.33011	28.3276	32.00396	134.14641	145.88973	229.48656	118.35253	48.24395	115.40102	26.21974	103.78381	102.72558	96.11666	73.67429	67.07962	72.06483	85.68921	75.8009	48.38733	174.92862	199.05021	148.75339	91.31944	69.15715	62.54718	19.21473	103.34717	85.78529	141.27805	12.25961	58.07543	24.88685	60.06897	82.53392	92.36379	89.75635	108.16761	102.87581	18.10573	39.798	162.07325	66.57872	72.10285	60.2722	62.09307	137.6911	207.79077	37.93915	35.90008	101.18915	5.30957	163.93239	251.77264	58.83948	88.19096	83.37115	134.16981	142.38714	103.93801	148.81053	87.12921	90.47813	58.72156	51.62207	32.17106	233.52043	233.34565	96.38312	129.09806	15.1672	17.64535	178.51013	216.14249	37.01443	51.81137	40.04809	92.05061	31.1367	20.51008	64.28333	221.60387	13.73566	195.80609	152.71188	150.82375	22.39083	32.45804	172.72675	200.58637	448.40981	369.22823	39.17812	24.51122	77.80628	58.68878	203.70941	220.16029	171.30475	95.18782	154.99912	61.07079	48.26554	51.65353	89.79161	6.62097	50.96502	40.1915	151.17039	115.75571	119.82028	157.19489	27.60667	58.68554	103.36802	112.40008	8.83678	32.69064	49.116	118.10443	237.34287	244.28448	170.23443	15.62258	245.67699	45.20048	64.29664	81.17635	178.18008	34.20834	59.58844	97.53937	93.28099	106.74134	267.23523	229.84785	9.28007	25.74651	47.66994	100.82258	51.92946	97.73874	117.44754	60.90374	65.73172	87.91455	97.18653	116.5939	182.7431	225.67785	67.30857	88.70851	48.62775	43.00042	158.89206	208.12095	105.27897	82.36716	165.10031	78.47624	108.57619	90.2661	190.36335	6.43891	22.05307	147.11089	182.55501	155.59794	155.9868	42.46725	60.16476	7.56282	6.37113	98.61531	130.62167	171.79404	110.46197	108.14201	49.22889	79.50852	4.45379	8.2582	8.10838	8.40901	82.21155	21.47533	2.1391
GT22	NA	0.53748	0.18347	0.33081	NA	NA	NA	NA	0.14491	1.90503	2.21683	1.10446	0.10453	0.59743	NA	2.41334	1.06729	0.14404	0.07653	NA	0.50951	1.62064	NA	0.02071	0.38313	0.04441	0.02417	NA	6.25917	1.22109	NA	0.93067	1.48757	1.09632	0.79456	0.31803	0.64275	0.22236	0.31957	0.0601	0.1506	2.31184	1.17586	0.27024	0.52268	0.30882	0.31981	0.05869	NA	0.44663	1.34539	1.92591	0.08627	1.22282	0.16914	0.43187	2.58204	NA	0.11122	NA	NA	NA	NA	0.27912	NA	0.04143	0.23707	0.32338	0.27101	0.40179	0.28855	NA	0.40921	0.43055	NA	0.07371	0.77957	0.07834	NA	0.67399	0.69881	0.05157	0.70641	0.11204	0.05095	2.17456	0.24028	1.67176	2.42938	1.06955	0.6348	0.17492	0.80367	NA	0.12404	0.12722	0.38261	NA	0.77235	0.05609	1.44985	0.02169	0.14709	NA	0.586	0.67215	0.61353	0.09884	0.32333	0.57025	NA	NA	0.51197	0.11451	1.24399	1.3293	NA	0.11363	1.37259	4.19656	0.04986	0.40837	0.72546	0.03565	0.12227	0.15073	1.52626	NA	NA	0.24799	0.58387	NA	3.17888	1.45064	5.53694	3.38769	NA	0.31163	2.11074	3.29244	NA	NA	0.65331	NA	NA	1.43728	1.46371	5.04646	2.77303	NA	1.09101	3.48133	2.05881	0.62167	0.50907	0.71821	NA	0.32223	2.71055	2.06836	NA	0.15958	1.0534	4.21524	NA	0.5023	NA	NA	NA	NA	NA	0.03937	0.09312	NA	NA	NA	NA	2.60864	0.20266	0.3811	0.44415	4.53058	1.6488	5.35364	3.72032	NA	2.12775	NA	NA	NA	NA	0.82151	1.97763	NA	0.41542	0.4685	0.74712	0.53915	1.06386	0.02249
GT23	57.49311	68.71163	63.93361	85.78721	89.12539	102.82258	174.06841	218.98006	69.19711	41.90266	36.9756	22.07524	31.62208	51.20138	43.94116	13.95406	17.48271	93.06564	116.39438	96.81319	45.0314	20.29794	60.69554	18.42644	44.58345	77.22225	26.44599	44.65565	15.85046	12.1658	41.49403	39.18152	17.39907	82.00622	72.8628	128.67181	49.24183	42.57963	29.63144	10.97926	40.4808	32.5263	73.62652	5.69831	143.2294	172.6714	51.44854	73.71883	38.02849	45.25405	32.75785	59.23524	8.49456	19.0493	74.73511	55.29491	60.764	19.43711	27.10347	30.16243	62.72718	54.96862	37.40829	141.58111	135.33306	78.89857	64.20943	8.8119	1.54253	7.67554	35.73325	59.82529	67.17459	94.7588	101.44769	61.84021	19.11384	24.65508	25.54738	38.87275	48.06228	58.94794	100.98214	6.37457	7.00546	72.70267	54.29511	16.11295	15.52717	13.8212	19.44205	30.06943	11.4416	28.46694	61.85348	22.98796	96.84064	99.05396	87.30527	20.49672	34.61387	150.19261	99.31664	73.79535	58.0648	13.80048	7.5725	138.84835	143.15151	180.91189	70.85306	93.70623	44.8562	70.43121	22.21926	14.77859	32.62848	35.6481	3.74623	17.98336	32.20828	125.84201	74.48954	95.03331	113.29976	22.56588	33.99664	0.11831	NA	118.53998	141.66753	34.565	84.28496	180.856	154.58206	112.61793	5.40869	23.2815	10.08543	13.81332	69.07168	80.49186	22.85821	36.76976	48.36024	29.33101	42.20998	159.86888	127.87723	4.50958	10.87203	14.60628	46.02807	18.86449	58.99661	61.54976	52.49532	56.6493	78.13608	78.67191	97.68611	160.7028	97.63696	31.57942	1.03464	10.11053	28.50007	106.66997	180.61951	105.0651	83.3104	52.68202	44.6603	55.53311	0.14293	2.32004	86.58176	59.26941	36.5809	180.38937	26.53955	1.0354	18.68467	35.92103	10.94321	26.85567	45.04021	96.2626	160.71191	NA	0.05796	21.591	33.86739	61.79842	73.2047	18.82823	16.12367	35.25682	18.16948	1.35899
GT24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.40697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT25	3.96855	6.58393	33.58329	9.22768	3.3304	3.18596	0.78732	6.6688	4.68933	0.4635	12.08673	21.36	18.94624	3.92954	2.21534	1.42832	3.37493	51.01598	12.05376	22.927	12.13313	2.80513	28.79513	20.40929	2.44245	6.22292	21.42112	16.64742	1.94944	0.57433	2.29118	0.97391	12.67566	3.75757	2.38878	2.49322	1.18442	11.31024	4.09152	1.35283	14.8396	1.17169	3.15692	12.11901	13.7312	10.04456	25.20422	19.2312	8.29975	7.83755	11.72298	12.92303	11.55107	13.03926	21.93673	3.7439	11.03473	5.63368	11.68255	3.84371	10.7361	2.1318	2.14293	1.61479	13.22379	69.48283	6.18046	24.13007	15.32921	13.35708	16.56195	14.69394	3.32882	20.32215	13.92171	6.82031	14.09637	6.42046	11.62752	1.26243	2.31968	2.80365	1.66238	0.45407	3.29533	1.94066	33.0777	13.79594	25.75131	1.20669	1.25246	1.16567	4.69663	NA	26.7493	1.17018	8.36159	6.56852	14.56074	6.44939	3.78491	8.17776	17.90052	12.57625	1.64883	3.31658	2.54945	17.68384	12.40634	6.13577	46.88768	40.20358	1.63239	0.60617	11.29847	8.68905	7.41954	7.33559	1.75203	8.62573	19.15145	13.4243	25.78263	0.91332	3.53096	0.26303	4.59027	1.3133	3.86914	0.18167	2.97601	31.99672	0.94779	0.86867	58.83679	17.89575	7.32329	96.34845	0.81186	3.03502	6.90969	15.32594	4.72631	6.53333	7.33955	26.01689	28.56404	8.70181	13.42463	1.56395	1.94113	4.52646	7.38529	4.07916	14.12184	9.62365	6.82381	2.98848	1.33651	1.17975	11.95866	24.49983	3.43454	1.39716	6.95336	21.28524	6.42417	9.59338	7.23908	2.13207	2.55373	4.49207	3.55244	16.98441	3.30192	4.57241	13.831	5.43819	1.34437	1.06158	1.44003	3.70702	5.78929	8.63714	9.06321	36.03808	12.6542	0.65912	2.46069	76.68713	70.75636	7.07279	8.44013	0.14085	0.24892	6.25047	6.63158	9.00522	6.13883	1.28471
