,PMID,First Author,Title,N,Disease,Intervention,Total Fibers [g],Fiber Type,Duration [weeks],Arms,Crossover,Country,Region,Data Availability,Metadata Availability,Filter,Notes,DOI
578,38826077,LiikonenV_2024,"Association between whole-grain consumption, tryptophan metabolism and psychological distress: a secondary analysis of a randomised controlled trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1017/S0007114524001077
392,35417758,LiJ_2022,"Effects of a Low-Carbohydrate, High-Protein Diet on Gut Microbiome Composition in Insulin-Resistant Individuals With Chronic Spinal Cord Injury: Preliminary Results From a Randomized Controlled Trial",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1016/j.apmr.2022.03.014
529,38039856,LiJH_2024,Maternal inulin supplementation ameliorates prenatal methamphetamine exposure-induced hepatotoxicity and restores gut microbiota in mouse offspring,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.ecoenv.2023.115769
190,31255176,LiJM_2019,Dietary fructose-induced gut dysbiosis promotes mouse hippocampal neuroinflammation: a benefit of short-chain fatty acids,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s40168-019-0713-7
639,39488100,LiK_2024,Prebiotic inulin alleviates anxiety and depression-like behavior in alcohol withdrawal mice by modulating the gut microbiota and 5-HT metabolism,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.phymed.2024.156181
213,31942927,LiL_2020,Inulin-type fructan intervention restricts the increase in gut microbiome-generated indole in patients with peritoneal dialysis: a randomized crossover study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1093/ajcn/nqz337
443,36432574,LiL_2022,Impact of Daily Consumption of Whole-Grain Quinoa-Enriched Bread on Gut Microbiome in Males,28.0,NO,Quinoa,20.0,,4.0,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu14224888
532,38093628,LiL_2024,The arsenic-lowering effect of inulin-type prebiotics in end-stage renal disease: a randomized crossover trial,29.0,Peritoneal dialysis,10g inulin type fructans vs maltodextrin,,,36.0,2.0,YES,,,Requested,NO,N,Data Not Available,https://doi.org/10.1039/d3fo01843a
643,39566792,LiM_2024,"Protective effects of insoluble dietary fiber from cereal bran against DSS-induced chronic colitis in mice: From inflammatory responses, oxidative stress, intestinal barrier, and gut microbiota",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.ijbiomac.2024.137846
42,25482875,LimMY_2014,Stability of gut enterotypes in Korean monozygotic twins and their association with biomarkers and diet,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/srep07348
719,40697428,LimsrivilaiJ_2025_2025,Increased Fiber Intake Enhances Clostridia Bacteria and Reduces Clinical Relapse in Patients With Clinically Quiescent Inflammatory Bowel Disease: A Prospective Longitudinal Study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1002/jgh3.70219
10,22566311,LinetzkyWaitzbergD_2012,Microbiota benefits after inulin and partially hydrolized guar gum supplementation: a randomized clinical trial in constipated women,60.0,Constipation,Inulin + PHGG,,,3.0,2.0,NO,,,,,N,Excluded Cohort Type,https://doi.org/10.1590/S0212-16112012000100014
241,32423866,LinSM_2020,"Intestinal morphology, immunity and microbiota response to dietary fibers in largemouth bass, Micropterus salmoide",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.fsi.2020.04.070
27,24454707,LinXB_2014,The role of intestinal microbiota in development of irinotecan toxicity and in toxicity reduction through dietary fibres in rats,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1371/journal.pone.0083644
515,37803759,LinZ_2023,High-fiber diet and rope-skipping benefit cardiometabolic health and modulate gut microbiota in young adults: A randomized controlled trial,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1016/j.foodres.2023.113421
661,39802638,LinZ_2025,"Comparison of diet and exercise on cardiometabolic factors in young adults with overweight/obesity: multiomics analysis and gut microbiota prediction, a randomized controlled trial",32.0,NO,Fiber enriched foods,25.0,,8.0,4.0,NO,,,,,N,Data Not Available,https://doi.org/10.1002/mco2.70044
511,37734909,LiP_2023,The Synergism of Human Lactobacillaceae and Inulin Decrease Hyperglycemia via Regulating the Composition of Gut Microbiota and Metabolic Profiles in db/db Mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.4014/jmb.2304.04039
284,33500330,LiuB_2021,Consumption of Dietary Fiber from Different Sources during Pregnancy Alters Sow Gut Microbiota and Improves Performance and Reduces Inflammation in Sows and Piglets,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1128/mSystems.00591-20
289,33622382,LiuC_2021,"Dietary fiber and probiotics for the treatment of atypical antipsychotic-induced metabolic side effects: study protocol for a randomized, double-blind, placebo-controlled trial",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s13063-021-05123-w
301,33829245,LiuG_2021,Gut microbiota-derived metabolites and risk of coronary artery disease: a prospective study among US men and women,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/ajcn/nqab053
333,34397057,LiuY_2021,The effects of fermented rye products on gut microbiota and their association with metabolic factors in Chinese adults - an explorative study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1039/d1fo01423d
352,34836414,LiuY_2021,Association between Dietary Fiber Intake and Incidence of Depression and Anxiety in Patients with Essential Hypertension,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu13114159
26,24315808,LiuZ_2014,Prebiotic effects of almonds and almond skins on intestinal microbiota in healthy adult humans,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.anaerobe.2013.11.007
604,39091068,LiW_2024,Personalized Microbial Fingerprint Associated with Differential Glycemic Effects of a Whole Grain Rye Intervention on Chinese Adults,79.0,NO,Rice bran,,,12.0,2.0,NO,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1002/mnfr.202400274
618,39217395,LiX_2024,Effects of inulin on intestinal flora and metabolism-related indicators in obese polycystic ovary syndrome patients,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1186/s40001-024-02034-9
381,35300378,LiY_2022,Effects of Konjaku Flour on the Gut Microbiota of Obese Patients,69.0,Overweight,Konjaky flour,,,5.0,,,,,,,N,Data Not Available,https://doi.org/10.3389/fcimb.2022.771748
425,36063723,LiY_2022,Specially designed yogurt supplemented with combination of pro- and prebiotics relieved constipation in mice and humans,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.nut.2022.111802
564,38638069,LiY_2024,Grape seed proanthocyanidin extract promotes skeletal muscle fiber type transformation through modulation of cecal microbiota and enhanced butyric acid production,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1111/1750-3841.17075
705,40481510,LlauradóG_2025,Circulating short-chain fatty acids and Mediterranean food patterns. A potential role for the prediction of type 2 diabetes risk: The Di@bet.es Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1186/s12916-025-04186-9
547,38363772,LluansíA_2024,Impact of bread diet on intestinal dysbiosis and irritable bowel syndrome symptoms in quiescent ulcerative colitis: A pilot study,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1371/journal.pone.0297836
267,32982365,LongoL_2020,"Gut Dysbiosis and Increased Intestinal Permeability Drive microRNAs, NLRP-3 Inflammasome and Liver Fibrosis in a Nutritional Model of Non-Alcoholic Steatohepatitis in Adult Male Sprague Dawley Rats",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.2147/CEG.S262879
619,39224188,LooijesteijnE_2024,A double-blind intervention trial in healthy women demonstrates the beneficial impact on Bifidobacterium with low dosages of prebiotic galacto-oligosaccharides,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fnut.2024.1440319
475,37023745,LoucaP_2023,"The secondary bile acid isoursodeoxycholate correlates with post-prandial lipemia, inflammation, and appetite and changes post-bariatric surgery",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.xcrm.2023.100993
590,38972609,LouY_2024,Dietary pectin and inulin: A promising adjuvant supplement for collagen-induced arthritis through gut microbiome restoration and CD4(+) T cell reconstitution,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.jnutbio.2024.109699
694,40354118,LuB_2025,Propionate Induces Energy Expenditure via Browning in Mesenteric Adipose Tissue,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1210/clinem/dgaf280
510,37686818,LúcioH_2023,Consumption of Extruded Sorghum SC319 Improved Gut Microbiota at Genus Level and Reduced Anthropometric Markers in Men with Overweight: A Randomized Controlled Clinical Trial,10.0,NO,Sorghum,40.0,Inulin,8.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu15173786
588,38931207,LúcioHG_2024,A Symbiotic Meal Containing Extruded Sorghum and Probiotic (Bifidobacterium longum) Ameliorated Intestinal Health Markers in Individuals with Chronic Kidney Disease: A Secondary Analysis of a Subsample from a Previous Randomized and Controlled Clinical Trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu16121852
626,39339778,LutsivT_2024,Impact of a Pulse-Enriched Human Cuisine on Functional Attributes of the Gut Microbiome Using a Preclinical Model of Dietary-Induced Chronic Diseases,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu16183178
142,30243767,MailingLJ_2019,Behavioral response to fiber feedingis cohort-dependent and associated with gut microbiota composition in mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.bbr.2018.09.012
3,20579190,MairC_2010,"Impact of inulin and a multispecies probiotic formulation on performance, microbial ecology and concomitant fermentation patterns in newly weaned piglets",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1111/j.1439-0396.2010.01000.x
681,40112923,MajenkaP_2025,Influence of high-fiber diet on ipilimumab-induced gastrointestinal toxicity in metastatic melanoma,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.clnesp.2025.03.026
640,39494600,MalcomsonFC_2024,"Effects of non-digestible carbohydrates on gut microbiota and microbial metabolites: a randomised, controlled dietary intervention in healthy individuals",14.0,NO,RS vs polydextrose vs both,,,7.0,,,,,,,N,Data Not Available,https://doi.org/10.1017/S000711452400271X
525,38004705,MancillaVJ_2023,"A Synthetic Formula Amino Acid Diet Leads to Microbiome Dysbiosis, Reduced Colon Length, Inflammation, and Altered Locomotor Activity in C57BL/6J Mice",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/microorganisms11112694
141,30231542,ManoF_2018,The Effect of White Rice and White Bread as Staple Foods on Gut Microbiota and Host Metabolism,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu10091323
593,38999830,MantriA_2024,"Beneficial Effects of Synbiotics on the Gut Microbiome in Individuals with Low Fiber Intake: Secondary Analysis of a Double-Blind, Randomized Controlled Trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu16132082
311,34116725,Martínez-LópezLM_2021,"Effect of sequentially fed high protein, hydrolyzed protein, and high fiber diets on the fecal microbiota of healthy dogs: a cross-over study",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s42523-021-00101-8
414,35806897,Martínez-SánchezMA_2022,"Gut Microbiome Modification through Dietary Intervention in Patients with Colorectal Cancer: Protocol for a Prospective, Interventional, Controlled, Randomized Clinical Trial in Patients with Scheduled Surgical Intervention for CRC",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/jcm11133613
4,21151493,MartínezI_2010,Resistant starches types 2 and 4 have differential effects on the composition of the fecal microbiota in human subjects,,,,,,,,,,,,,N,Poor Sequencing Quality,https://doi.org/10.1371/journal.pone.0015046
12,23038174,MartínezI_2013,Gut microbiome composition is linked to whole grain-induced immunological improvements,28.0,NO,Barley (18.7g fiber) vs Brown Rice (4.4g fiber) vs Barley + Brown Rice (11.5g fiber),,,17.0,1.0,NO,,,,,N,Data Not Available,https://doi.org/10.1038/ismej.2012.104
470,36993403,MartinSE_2023,"The Role of Diet on the Gut Microbiome, Mood and Happiness",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1101/2023.03.18.23287442
314,34140026,MaW_2021,"Dietary fiber intake, the gut microbiome, and chronic systemic inflammation in a cohort of adult men",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1186/s13073-021-00921-y
569,38684664,MaW_2024,Gut microbiome composition and metabolic activity in women with diverticulitis,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41467-024-47859-4
159,30572270,MayengbamS_2019,Impact of dietary fiber supplementation on modulating microbiota-host-metabolic axes in obesity,29.0,Overweight,Pea fiber snack,,,12.0,,,,,NO,,N,Data Not Available,https://doi.org/10.1016/j.jnutbio.2018.11.003
216,31978943,MayerhoferCCK_2020,Low fibre intake is associated with gut microbiota alterations in chronic heart failure,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1002/ehf2.12596
349,34776340,McFarlaneC_2022,Diet Quality and Protein-Bound Uraemic Toxins: Investigation of Novel Risk Factors and the Role of Microbiome in Chronic Kidney Disease,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1053/j.jrn.2021.10.003
458,36793105,McLeodA_2023,"Design of the Building Research in CRC prevention (BRIDGE-CRC) trial: a 6-month, parallel group Mediterranean diet and weight loss randomized controlled lifestyle intervention targeting the bile acid-gut microbiome axis to reduce colorectal cancer risk among African American/Black adults with obesity",48.0,NO,Mediterranean DIET,,,24.0,,,,,NO,,N,Data Not Available,https://doi.org/10.1186/s13063-023-07115-4
361,34968752,McWhorterN_2022,Preliminary Investigation of Microbiome and Dietary Differences in Patients with Phenylketonuria on Enzyme Substitution Therapy Compared to Traditional Therapies,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.jand.2021.12.011
514,37793780,MedawarE_2024,Prebiotic diet changes neural correlates of food decision-making in overweight adults: a randomised controlled within-subject cross-over trial,59.0,Overweight,Inulin,30.0,,2.0,,,,,NO,YES,N,Data Not Available,https://doi.org/10.1136/gutjnl-2023-330365
145,30266575,Medina-VeraI_2019,A dietary intervention with functional foods reduces metabolic endotoxaemia and attenuates biochemical abnormalities by modifying faecal microbiota in people with type 2 diabetes,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.diabet.2018.09.004
79,28078750,MegoM_2017,Metabolic adaptation of colonic microbiota to galactooligosaccharides: a proof-of-concept-study,20.0,NO,HOST-G904,2.8,,,,,,,,,N,Data Not Available,https://doi.org/10.1111/apt.13931
92,28418214,MegoM_2017,Colonic gas homeostasis: Mechanisms of adaptation following HOST-G904 galactooligosaccharide use in humans,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1111/nmo.13080
489,37222787,MeillerL_2023,Metabolic signature of (13)C-labeled wheat bran consumption related to gut fermentation in humans: a pilot study,6.0,NO,Wheat biscuits,23.0,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1007/s00394-023-03161-5
555,38474715,MellaiM_2024,"A Randomized, Double-Blind, Placebo-Controlled Trial: Efficacy of Opuntia ficus-indica Prebiotic Supplementation in Subjects with Gut Dysbiosis",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3390/nu16050586
105,28894110,MenniC_2017,Omega-3 fatty acids correlate with gut microbiome diversity and production of N-carbamylglutamate in middle aged and elderly women,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41598-017-10382-2
653,39728503,MercenierA_2024,Carrot-Derived Rhamnogalacturonan-I Consistently Increases the Microbial Production of Health-Promoting Indole-3-Propionic Acid Ex Vivo,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/metabo14120722
223,32075887,MeslierV_2020,Mediterranean diet intervention in overweight and obese subjects lowers plasma cholesterol and causes changes in the gut microbiome and metabolome independently of energy intake,82.0,Overweigth,Mediterranean DIET,,,8.0,1.0,NO,,,PRJEB33500,,N,Poor Sequencing Quality,https://doi.org/10.1136/gutjnl-2019-320438
322,34262418,MiaoT_2021,Decrease in abundance of bacteria of the genus Bifidobacterium in gut microbiota may be related to pre-eclampsia progression in women from East China,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.29219/fnr.v65.5781
577,38825157,MiaoT_2024,Type 3 resistant starch from Canna edulis reduce lipid levels in patients with mild hyperlipidemia through altering gut microbiome: A double- blind randomized controlled trial,35.0,Hypercholesterolemia,RS3,20.0,,12.0,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.phrs.2024.107232
0,20339542,MiddelbosIS_2010,Phylogenetic characterization of fecal microbial communities of dogs fed diets with or without supplemental dietary fiber using 454 pyrosequencing,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1371/journal.pone.0009768
269,32993781,MienaltowskiMJ_2020,Psyllium supplementation is associated with changes in the fecal microbiota of horses,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s13104-020-05305-w
60,26810963,MikiT_2016,Dietary fiber intake and depressive symptoms in Japanese employees: The Furukawa Nutrition and Health Study,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.nut.2015.11.014
386,35328942,MinerbiA_2022,Dietary Intake Is Unlikely to Explain Symptom Severity and Syndrome-Specific Microbiome Alterations in a Cohort of Women with Fibromyalgia,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/ijerph19063254
5,21695955,MinushkinON_2011,[Fructooligo- and fructopoly-saccharides in correction and prevention of intestinal microbiocenosis disorders in patients with bronchopulmonary pathology receiving antibacterial therapy],,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/
597,39030379,MirzaAI_2024,Mediterranean diet and associations with the gut microbiota and pediatric-onset multiple sclerosis using trivariate analysis,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s43856-024-00565-0
140,30185894,MistryRH_2018,Effect of the prebiotic fiber inulin on cholesterol metabolism in wildtype mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41598-018-31698-7
240,32380577,MistryRH_2020,Long-Term β-galacto-oligosaccharides Supplementation Decreases the Development of Obesity and Insulin Resistance in Mice Fed a Western-Type Diet,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1002/mnfr.201900922
340,34579112,MitchellCM_2021,Prebiotic Inulin Supplementation and Peripheral Insulin Sensitivity in adults at Elevated Risk for Type 2 Diabetes: A Pilot Randomized Controlled Trial,13.0,NO,Inulin,10.0,,6.0,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu13093235
259,32742642,MitchellSM_2020,A period of 10 weeks of increased protein consumption does not alter faecal microbiota or volatile metabolites in healthy older men: a randomised controlled trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1017/jns.2020.15
422,35995418,MitrovićM_2023,"The Impact of Synbiotic Treatment on the Levels of Gut-Derived Uremic Toxins, Inflammation, and Gut Microbiome of Chronic Kidney Disease Patients-A Randomized Trial",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1053/j.jrn.2022.07.008
552,38421902,MitrovićM_2024,"The effects of synbiotics on the liver steatosis, inflammation, and gut microbiome of metabolic dysfunction-associated liver disease patients-randomized trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.2478/rjim-2024-0004
389,35367997,MiyoshiM_2021,Synbiotics Improved Stool Form via Changes in the Microbiota and Short-Chain Fatty Acids in Hemodialysis Patients,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/
256,32681453,MoludiJ_2021,Probiotics Supplementation on Cardiac Remodeling Following Myocardial Infarction: a Single-Center Double-Blind Clinical Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s12265-020-10052-1
62,27054579,MoralesP_2016,Impact of Dietary Lipids on Colonic Function and Microbiota: An Experimental Approach Involving Orlistat-Induced Fat Malabsorption in Human Volunteers,11.0,NO,Inulin + high fat diet,16.0,Fructans,1.0,3.0,NO,Chile,Europe,SRP403421,YES,Y,16s,https://doi.org/10.1038/ctg.2016.20
193,31325040,Moreira-RosárioA_2020,Daily intake of wheat germ-enriched bread may promote a healthy gut bacterial microbiota: a randomised controlled trial,55.0,NO,Wheat bread + 6g wheat germ,,,4.0,,,,,,,N,Data Not Available,https://doi.org/10.1007/s00394-019-02045-x
649,39683634,Moreno-AltamiranoL_2024,"Gut Microbiota: Association with Fiber Intake, Ultra-Processed Food Consumption, Sex, Body Mass Index, and Socioeconomic Status in Medical Students",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu16234241
682,40117931,MorenoML_2025,Yeast mannans promote laxation and specifically modulate microbiota composition in older adults: An open-label pilot study,20.0,NO,Yeast mannans (β-glucans),15.0,,2.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.nutres.2025.02.004
469,36936880,MorishimaS_2023,"A randomized, double-blinded study evaluating effect of matcha green tea on human fecal microbiota",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3164/jcbn.22-81
87,28252538,MorowitzMJ_2017,Dietary Supplementation With Nonfermentable Fiber Alters the Gut Microbiota and Confers Protection in Murine Models of Sepsis,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1097/CCM.0000000000002291
95,28589947,MostJ_2017,Gut microbiota composition in relation to the metabolic response to 12-week combined polyphenol supplementation in overweight men and women,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/ejcn.2017.89
97,28618864,MostJ_2017,Gut microbiota composition strongly correlates to peripheral insulin sensitivity in obese men but not in women,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3920/BM2016.0189
413,35745107,MullensDA_2022,Personalized Nutrition Using Microbial Metabolite Phenotype to Stratify Participants and Non-Invasive Host Exfoliomics Reveal the Effects of Flaxseed Lignan Supplementation in a Placebo-Controlled Crossover Trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu14122377
149,30337914,MunukkaE_2018,Six-Week Endurance Exercise Alters Gut Metagenome That Is not Reflected in Systemic Metabolism in Over-weight Women,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fmicb.2018.02323
517,37841582,MunyokiSK_2023,Intestinal microbial circadian rhythms drive sex differences in host immunity and metabolism,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.isci.2023.107999
307,34016169,Murga-GarridoSM_2021,Gut microbiome variation modulates the effects of dietary fiber on host metabolism,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1186/s40168-021-01061-6
38,25367192,MurugesanGR_2015,Influence of a direct-fed microbial and xylanase enzyme on the dietary energy uptake efficiency and performance of broiler chickens,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1002/jsfa.6984
206,31664519,MuthuramalingamK_2020,"Dietary intervention using (1,3)/(1,6)-β-glucan, a fungus-derived soluble prebiotic ameliorates high-fat diet-induced metabolic distress and alters beneficially the gut microbiota in mice model",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1007/s00394-019-02110-5
621,39300301,NagasawaH_2024,Effect of fruits granola (Frugra®) consumption on blood pressure reduction and intestinal microbiome in patients undergoing hemodialysis,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1038/s41440-024-01895-1
627,39345290,NaitoY_2024,A cross-sectional study on the relationship between nutrient/food intake and gut microbiota in frailty among older community residents: The Kyotango study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3164/jcbn.24-93
506,37630564,NawabS_2023,The Pathogenicity of Fusobacterium nucleatum Modulated by Dietary Fibers-A Possible Missing Link between the Dietary Composition and the Risk of Colorectal Cancer,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/microorganisms11082004
124,29651010,NdouSP_2018,"Dietary supplementation with flaxseed meal and oat hulls modulates intestinal histomorphometric characteristics, digesta- and mucosa-associated microbiota in pigs",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41598-018-24043-5
706,40481954,NeacsuM_2025,"Fava bean and buckwheat are sustainable food sources which support satiety and beneficially modulate several biomarkers, bacteria and metabolites associated with human health",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1007/s00394-025-03726-6
287,33544206,NeyrinckAM_2021,Prebiotic dietary fibre intervention improves fecal markers related to inflammation in obese patients: results from the Food4Gut randomized placebo-controlled trial,12.0,,Inulin,16.0,,12.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1007/s00394-021-02484-5
285,33514774,NeyrinckAM_2021,Improvement of gastrointestinal discomfort and inflammatory status by a synbiotic in middle-aged adults: a double-blind randomized placebo-controlled trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/s41598-020-80947-1
616,39207833,NgHM_2024,Effects of Defatted Rice Bran-Fortified Bread on the Gut Microbiota Composition of Healthy Adults With Low Dietary Fiber Intake: Protocol for a Crossover Randomized Controlled Trial,,,,,,,,,,,NO,,N,Data Not Available,https://doi.org/10.2196/59227
684,40127766,NgHM_2025,"Effects of defatted rice bran-fortified bread on gut microbiome, cardiovascular risk, gut discomfort, wellbeing and gut physiology in healthy adults with low dietary fibre intake",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.clnesp.2025.03.045
262,32814582,NguyenNK_2020,Gut microbiota modulation with long-chain corn bran arabinoxylan in adults with overweight and obesity is linked to an individualized temporal increase in fecal propionate,15.0,Overweight,AXOS,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s40168-020-00887-w
634,39408280,NguyenSM_2024,Influence of Peanut Consumption on the Gut Microbiome: A Randomized Clinical Trial,78.0,NO,50g peanuts vs control,,,16.0,2.0,NO,,,Requested,Requested - Update Xiao-ou,N,Data Not Available,https://doi.org/10.3390/nu16193313
94,28531784,NilssonA_2016,"Gut microbiota mediated benefits of barley kernel products on metabolism, gut hormones, and inflammatory markers as affected by co-ingestion of commercially available probiotics: a randomized controlled study in healthy subjects",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1016/j.clnesp.2016.06.006
51,26259632,NilssonAC_2015,Increased gut hormones and insulin sensitivity index following a 3-d intervention with a barley kernel-based product: a randomised cross-over study in healthy middle-aged subjects,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1017/S0007114515002524
313,34136514,NishimotoY_2021,The Nutritional Efficacy of Chlorella Supplementation Depends on the Individual Gut Environment: A Randomised Control Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fnut.2021.648073
454,36698463,NishimotoY_2023,Dietary supplement of mushrooms promotes SCFA production and moderately associates with IgA production: A pilot clinical study,80.0,NO,Mushrooms,2.13759,General Fibers,4.0,,,,Asia,PRJDB14539,YES,Y,16s,https://doi.org/10.3389/fnut.2022.1078060
533,38094924,NishimotoY_2023,Kale improves bowel movements in constipated women and affects some intestinal microbes and metabolites: a pilot study,12.0,NO,Kale,,,4.0,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fnut.2023.1247683
622,39307495,NiuB_2024,Unveiling the therapeutic potential and mechanism of inulin in DSS-induced colitis mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.ijbiomac.2024.135861
722,40740908,NiuWC_2025,Intestinal microbiota characteristics and dietary fiber intervention in patients undergoing endoscopic mucosa resection,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.4240/wjgs.v17.i7.105893
509,37673036,NiY_2023,Resistant starch decreases intrahepatic triglycerides in patients with NAFLD via gut microbiome alterations,200.0,NAFLD,High Amylose maize RS2 supplement,40.0,RS2,16.0,2.0,NO,China,Asia,PRJNA703757,YES,Y,Shotgun,https://doi.org/10.1016/j.cmet.2023.08.002
